ResponseId,Q75_SHARED_1,Q75_SHARED_2,Q75_SHARED_3,Q75_SHARED_4,Q75_SHARED_5,Q75_SHARED_6,Q75_SHARED_7,Q75_SHARED_8,Q37_SHARED_1,Q37_SHARED_2,Q37_SHARED_3,Q37_SHARED_4,Q37_SHARED_5,Q37_SHARED_6,Q37_SHARED_7,Q37_SHARED_8,Q38_SHARED_1,Q38_SHARED_2,Q38_SHARED_3,Q38_SHARED_4,Q38_SHARED_5,Q38_SHARED_6,Q38_SHARED_7,Q38_SHARED_8,Q40_SHARED_1,Q40_SHARED_2,Q40_SHARED_3,Q40_SHARED_4,Q40_SHARED_5,Q40_SHARED_6,Q40_SHARED_7,Q40_SHARED_8,Q41_SHARED_1,Q41_SHARED_2,Q41_SHARED_3,Q41_SHARED_4,Q41_SHARED_5,Q41_SHARED_6,Q41_SHARED_7,Q41_SHARED_8,Q43_SHARED_1,Q43_SHARED_2,Q43_SHARED_3,Q43_SHARED_4,Q43_SHARED_5,Q43_SHARED_6,Q43_SHARED_7,Q43_SHARED_8,Q52_SHARED_1,Q52_SHARED_2,Q52_SHARED_3,Q52_SHARED_4,Q52_SHARED_5,Q52_SHARED_6,Q52_SHARED_7,Q52_SHARED_8,Q53_SHARED_1,Q53_SHARED_2,Q53_SHARED_3,Q53_SHARED_4,Q53_SHARED_5,Q53_SHARED_6,Q53_SHARED_7,Q53_SHARED_8,Q57_SHARED_1,Q57_SHARED_2,Q57_SHARED_3,Q57_SHARED_4,Q57_SHARED_5,Q57_SHARED_6,Q57_SHARED_7,Q57_SHARED_8,Year,Quarter,LOB,WAVE
R_6MPsMwTldHMMazf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_7JqjsRUUn1ARbLQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,3,3,3,3,3,3,3,,8,4,8,8,1,2,6,,2025,Q2,PL,4
R_71LPCYk6LQ0p0ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,2,1,,2025,Q2,PL,4
R_7ND2hjbYVqmi2s7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,2,2,2,2,3,2,3,,8,4,8,8,1,2,6,,2025,Q2,PL,4
R_7kc8sLrSpVb6doZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,5,5,,,4,5,5,,3,4,,,1,2,6,,2025,Q2,PL,4
R_1KumQaBYeHIq2Ln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_7I2BsE0510tP26t,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,1,1,1,,1,1,1,,4,4,4,,5,3,3,,8,6,8,,3,8,8,,2025,Q2,PL,4
R_5DG1iv8pzkylL2x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,4,2,2,,,3,3,,8,8,8,,,2,6,,2025,Q2,PL,4
R_7OlAM8sxKNIcBi3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,1,,2,3,3,,8,4,8,,1,2,6,,2025,Q2,PL,4
R_5tHCCR1sdVuXqVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,3,2,2,,2,2,,,8,8,8,,1,2,,,2025,Q2,PL,4
R_7dg2gXELC9BGeqJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,,4,5,4,,4,,4,,1,4,8,,1,,6,,2025,Q2,PL,4
R_3bUZIwx9IVZ614L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,3,5,5,4,,,4,,8,8,8,8,,,8,,2025,Q2,PL,4
R_7Cq7SUqT2QKW4No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_5P11dpZnm9305fH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,4,4,2,3,2,2,,,8,4,8,6,1,6,,,2025,Q2,PL,4
R_3fMtaG7rVpng5Vv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,5,2,2,,5,5,5,,8,4,8,,1,2,6,,2025,Q2,PL,4
R_5mkPXv5sw6tv0WV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,3,,4,4,4,,8,4,8,,1,2,6,,2025,Q2,PL,4
R_1HiVaUMTRHSLlQw,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,1,1,1,,4,2,3,4,4,3,4,,8,4,8,1,1,2,6,,2025,Q2,PL,4
R_5KBgjZtbhJyK8Jj,,1,1,,1,,,1,,1,,,1,,,,,5,,,5,,,,,5,5,,5,,,5,,,1,,1,,,1,,5,5,,5,,,5,1,1,1,1,,1,1,,5,5,5,5,,5,5,,2,7,1,7,,7,5,,2025,Q2,PL,4
R_ddwL9MP1saDjxIO,,,1,,,,,,,,1,,,,,,,,3,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_2fT9QGvaydKtq50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_3VkQdL3EKdYoEce,,,1,1,1,1,1,,,,1,,,,1,,,,2,,,,1,,,,1,1,1,2,5,,,,1,1,1,1,1,,,,1,5,1,2,1,,1,1,1,,1,,,,5,2,4,,2,,,,5,8,4,,7,,,,2024,Q4,CL,2
R_5aLDpWg6LNzO68K,,,,,,,1,1,,,,,,,,1,,,,,,,,3,,,,,,,5,1,,,,,,,,1,,,,,,,2,3,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_aad2DO0qv09Ffdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,4,4,2,,3,2,5,,2,1,4,,8,2,7,,2024,Q4,CL,2
R_abBlKh3JwnP7hYi,,,1,,,,1,,,,1,,,,,,,,5,,,,,,,,2,,,,3,,,,,,,,1,,,,4,,,,2,,1,1,1,1,1,,1,,2,4,2,2,5,,2,,2,1,2,8,2,,5,,2024,Q4,CL,2
R_0ByOVZmoqJFa1Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,,5,,,,,2024,Q4,CL,2
R_3Csngm90tNnN7KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_6QtToUohJWoRkAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,3,3,3,2,,3,2,,8,8,8,8,,2,6,,2024,Q4,PL,2
R_3TztIm73wsaHchK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,1,4,3,,1,1,,,8,4,8,,1,2,,,2024,Q4,PL,2
R_6hSdeR3Rb1P7JXO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,4,2,,4,4,5,,8,1,8,,1,1,8,,2024,Q4,PL,2
R_3El4rM3zg3Ew1ot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,3,,4,4,4,,8,8,8,,1,2,6,,2024,Q4,PL,2
R_6HAb5DGf985I2Ax,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,1,1,1,,,,,,5,5,2,,,,,,8,4,8,,,,,,2024,Q4,PL,2
R_3VZlj1mEeJpYUBH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,3,3,,,,,,,4,6,,2024,Q4,PL,2
R_5nc0uVYrjehqrGy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,3,3,,,,,,,1,2,,,2024,Q4,PL,2
R_3MljXtnZ6sRzQsW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,2,1,1,,3,2,3,,8,8,8,,1,2,8,,2024,Q4,PL,2
R_7Und14028zhcKv7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,4,,3,,4,4,4,,5,,3,,1,1,6,,2024,Q4,PL,2
R_510DI5t9hWEeFNl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,2,2,2,,2,2,2,,8,8,8,,1,2,8,,2024,Q4,PL,2
R_7YtueZdEtNhDpk4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,2,4,4,2,5,3,4,,8,4,1,8,1,2,6,,2024,Q4,PL,2
R_7ghaJnUeVIPfws4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,4,4,3,,4,4,4,,8,4,8,,1,2,6,,2024,Q4,PL,2
R_5lWZ6uSdda9WkPZ,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,1,,,,,1,,1,1,1,,1,1,,,4,3,5,,4,4,,,8,6,8,,1,2,,,2024,Q4,PL,2
R_64uKYtI9IuUgnHb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,4,4,4,,3,3,,,8,4,8,,1,2,,,2024,Q4,PL,2
R_eMdHmoXxvgR4N9k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_a4WnSR1TgUYyunY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_0uYBLzZiNIxAsui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_6XU8VTC3a5SVUeW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,,3,3,,3,5,5,3,,1,2,,3,1,2,2,,2025,Q1,CL,3
R_5aM7WkV4SGfuJiC,1,1,1,1,,1,1,1,,1,1,1,,,1,1,,1,1,5,,,1,1,1,4,3,1,,5,2,2,,,1,,,1,1,1,2,2,4,4,,5,2,1,,,1,,1,,,,,,5,,2,,,,,,4,,8,,,,2025,Q1,CL,3
R_82OkAcyyg9qPFAO,1,1,1,1,1,1,1,1,,1,1,,,,1,1,,4,4,,,,5,1,1,2,4,2,2,4,1,1,1,1,1,1,1,1,1,,3,2,3,5,3,5,3,2,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_eX4oxNIPWQK6p3E,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,1,1,,1,1,1,1,,4,4,,1,3,2,4,,8,3,,1,6,6,8,,2025,Q1,CL,3
R_3lQGacJk7IgdrCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,3,,3,3,3,,5,4,8,,1,2,6,,2025,Q1,PL,3
R_3e1UAJmIaOdFCdB,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,1,1,,,3,3,3,,3,3,,,8,8,8,,1,2,,,2025,Q1,PL,3
R_6XkGko5cRXmIi9X,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,5,,,,,,1,,1,,,,,,5,,5,,,,,,2,,1,,,,2025,Q1,PL,3
R_5dzsMZkVzGde2MU,,1,,,1,,,,,,,,,,,,,,,,,,,,,5,,,4,,,,,,,,,,,,,4,,,4,,,,,,1,,,1,1,,,,5,,,4,4,,,,3,,,2,7,,2025,Q1,PL,3
R_5KyhA7M1d7yFbj4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,1,1,,1,,1,1,,4,4,,4,,2,2,,5,7,,4,,3,1,,2025,Q1,PL,3
R_7D14DJDLAJwGWvg,,,,1,,1,,,,,,1,,,,,,,,3,,,,,,,,4,,4,,,,,,1,,,,,,,,4,,4,,,1,1,,,,,,,4,4,,,,,,,7,4,,,,,,,2025,Q2,CL,4
R_1zYpYofzW4BQuv1,1,,,,,,,,1,,,,,,,,4,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,,,,5,,,,,,,,2025,Q2,CL,4
R_1cuOey4RZLTU1RR,,1,,1,,1,,,,,,1,,,,,,,,5,,,,,,5,,5,,5,,,,,,1,,,,,,5,,5,,5,,,1,1,1,1,1,1,1,,5,5,5,5,5,5,5,,5,4,7,3,1,2,6,,2025,Q2,CL,4
R_7cYweRjs05nzV23,1,,1,,1,1,,1,,,,,1,,,,,,,,4,,,,4,,5,,3,5,,5,,,,,1,,,,4,,4,,5,5,,5,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q2,CL,4
R_1dZ2eV2WIl18aVd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,4,5,5,3,5,5,5,,8,4,3,5,1,2,6,,2025,Q2,CL,4
R_7ZDlydkcQnB7aSa,1,1,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,1,,,,,,,,3,3,,,,,,,1,1,1,,1,1,1,,4,4,2,,3,3,4,,8,4,8,,1,2,6,,2025,Q2,CL,4
R_7Oy4IvTiWQAvMM7,,,,1,,,,,,,,1,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,5,,,,,,1,1,,1,1,,,,3,5,,3,2,,,,4,8,,1,2,,,2025,Q2,CL,4
R_5fdBYTWEaI1ZYZI,1,1,,,1,,,,,,,,,,,,,,,,,,,,5,5,,,5,,,,,,,,,,,,4,5,,,4,,,,1,1,1,1,1,1,1,,5,5,5,5,5,5,5,,8,4,8,8,1,2,8,,2025,Q2,CL,4
R_1Cp6Q6bUN6H7ANE,,1,,,1,,1,,,,,,1,,,,,,,,5,,,,,3,,,4,,4,,,,,,1,,,,,4,,,4,,4,,,1,,1,1,1,,,,4,,4,1,2,,,,8,,8,1,2,,,2025,Q2,CL,4
R_5X4fHQ5GLoDiurh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,5,5,5,5,5,5,5,,5,4,3,1,1,2,6,,2024,Q3,PL,1
R_1uwyNIrx0S1y9i8,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,1,1,1,1,1,1,1,,3,3,2,3,3,3,3,,5,4,8,1,1,2,6,,2024,Q3,PL,1
R_3HY0qQVGtbHqrXr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,5,5,5,,5,5,5,,3,4,7,,1,2,6,,2024,Q3,PL,1
R_7YWHNrbwPqnZ20M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,3,,4,3,5,,8,8,8,,1,2,6,,2024,Q3,PL,1
R_6WJ8RaByxp8TCwx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,2,2,1,,,1,2,,8,4,8,,,2,6,,2024,Q3,PL,1
R_1jrCFeAO2OiSLfp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,,3,5,,4,4,4,,,4,8,,1,2,6,,2024,Q3,PL,1
R_7hoQDYdjxgUHxUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,1,3,,3,3,3,,8,4,8,,1,2,6,,2024,Q3,PL,1
R_7e2MGRcf3MrvA9u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,2,2,2,,2,2,,,8,8,8,,1,2,,,2024,Q3,PL,1
R_6V1O0Mqp52WQQza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,2,,3,3,3,,8,8,8,,1,2,6,,2024,Q3,PL,1
R_1Ii0k6Uxnui6Cxp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,3,,3,3,3,,8,8,8,,1,2,6,,2024,Q3,PL,1
R_57BalKKtx8iMLWg,,,,,,,1,,,,,,,,1,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,5,,1,1,1,,1,1,1,,1,5,5,,5,5,5,,8,4,3,,1,2,3,,2024,Q3,PL,1
R_6EyFdWf9RBjnOow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,,4,5,,,,3,3,,8,4,,,,1,3,,2024,Q3,PL,1
R_5TXdUikZ5RiFcta,1,,,,,1,,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,5,,,,,5,,,1,1,1,,1,1,1,,5,5,3,,5,5,5,,8,4,8,,1,2,8,,2024,Q3,CL,1
R_1fIhHdyxGrMCKHO,1,1,1,,1,1,,1,1,1,,,1,1,,,5,5,,,5,5,,,5,5,5,,5,5,,4,1,1,1,,1,1,,1,5,5,5,,5,5,,5,1,1,1,1,1,1,,,5,5,4,5,5,5,,,4,2,5,3,7,5,,,2024,Q3,CL,1
R_5jP5I5gZgJVYw6d,,,,1,1,,,,,,,,1,,,,,,,,4,,,,,,,4,5,,,,,,,,1,,,,,,,4,5,,,,1,1,,1,1,1,1,,4,4,,4,4,4,4,,8,4,,8,1,2,6,,2024,Q3,CL,1
R_6KqOvneLi8J282R,,1,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,2,,,,,,,,,,,2,,,,2,2,,1,1,1,,1,1,1,,3,3,1,,3,2,4,,8,4,8,,1,2,6,,2024,Q3,CL,1
R_546pIriaKafuLbu,,,,1,,1,,,,,,1,,1,,,,,,5,,4,,,,,,5,,4,,,,,,1,,,,,,,,5,,4,,,1,1,,,1,1,,,4,4,,,4,4,,,8,8,,,1,2,,,2024,Q3,CL,1
R_7COD9c6fSHKKIIF,,,,1,,,1,,,,,1,,,,,,,,4,,,,,,,,4,,,1,,,,,1,,,,,,,,4,,,2,,1,,,,1,1,,,3,,,,3,3,,,8,,,,1,4,,,2024,Q3,CL,1
R_3Oi97j5v7L6BnKw,,,,,,,1,,,,,,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,1,,,,,,,,3,,1,,,,,1,,,3,,,,,2,,,8,,,,,2,,,2024,Q3,CL,1
R_5NlykEHp2HprpfZ,1,1,,1,1,1,,,,1,,1,,,,,,5,,4,,,,,4,5,,5,4,4,,,,1,,1,,,,,4,5,,5,4,4,,,1,1,,1,1,1,1,,5,5,,4,4,4,5,,8,1,,1,1,2,1,,2024,Q3,CL,1
R_1gdb6ubn1TxnkEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,2,4,2,,4,4,2,,7,4,3,,1,2,6,,2024,Q3,CL,1
R_2aNk6XHpJ5FgXa9,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,4,4,5,,3,3,,,,1,,,,,,,4,4,4,,4,4,,,1,1,1,1,1,1,1,,3,4,3,3,4,4,4,,5,4,3,7,1,6,6,,2024,Q3,CL,1
R_3dAoMnFEkfkB0kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,2,3,3,,3,4,3,,8,4,8,,1,2,8,,2025,Q2,PL,4
R_5yZWiTXFA4hHVRv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_70Z3NWD47vsJvyH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,2,,,2,2,2,,,4,,,1,2,6,,2025,Q2,PL,4
R_7RlZfgd0R5Kocrn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,5,3,,,5,3,3,,8,4,,,1,2,6,,2025,Q2,PL,4
R_6hMuWqhNJgg9jhf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,2,2,2,,1,2,2,,8,4,8,,1,2,6,,2025,Q2,PL,4
R_1CZj77v8s1mGBUv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_5dMw1C8zqvX9Phk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,3,4,4,3,4,2,4,,8,4,8,1,1,2,6,,2025,Q2,PL,4
R_5t8TKhPid0hUUN6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_6KeCejT7D51iNR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,5,4,,,,5,,,6,4,,,,2,,,2025,Q2,PL,4
R_5QE5QV6AZ3tdJzN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,5,,2,2,2,,8,4,5,,1,2,6,,2025,Q2,PL,4
R_6x9Utgep4QPDwtj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_3Os4Ue4jY4vqf4Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,5,4,,,2,3,3,,8,8,,,1,2,6,,2025,Q2,PL,4
R_1HpbjasRTjsnTUZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_1zAYR2xMP2pUsV8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_60mOaCkxDc6PBLj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,3,3,,,,3,,,8,8,,,,2,,,2025,Q2,PL,4
R_56kxZwjzW3O7F9s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,4,,,,,,3,,6,,,,2024,Q4,CL,2
R_81dDYRekKwgDkZo,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,3,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_9WS3IhIPfNx4gBM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_1GkfJ6PDHUj6D6C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_ea3kiWtkFjTlGWq,1,1,1,,1,1,,1,1,1,1,,1,1,,1,4,4,1,,1,4,,5,2,1,4,,2,1,,4,1,1,1,,,,,1,1,1,2,,2,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_41tAijK7YqZ8CJE,,,,,,1,,,,,,,,1,,,,,,,,4,,,,,,,,4,,,,,,,,1,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_8wvCCRWWQDyP17o,,1,,,,,,,,1,,,,,,,,4,,,,,,,,1,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_davvhRPsCjcbgUu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_1BuBim9YBzxgeV0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,3,4,2,1,,,,,1,2,8,7,,,2024,Q4,CL,2
R_38Al3Gk5pmGEFLg,,1,1,1,1,,,,,1,1,1,1,,,,,1,5,2,5,,,,,5,4,2,3,,,,,1,,1,,,,,,4,4,2,4,,,,1,1,1,1,1,1,1,,5,5,2,1,2,1,2,,8,8,8,3,2,3,8,,2024,Q4,CL,2
R_3Vla4feP13ONB4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,5,3,,,2,2,,,8,8,,,8,2,,,2024,Q4,PL,2
R_5szd2pdoyV8rdKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,4,,,4,4,3,,,4,,,1,2,6,,2024,Q4,PL,2
R_3kADiolUU0beVqq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,3,2,,,2,1,2,,8,8,,,3,2,6,,2024,Q4,PL,2
R_35TV33e1zoNtAMb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,4,,,,1,,,,8,,,,2,,,2024,Q4,PL,2
