ResponseId,Q3_SHARED,Q19_SHARED,Q11_SHARED,Q16_SHARED,Q17_SHARED,Q18_SHARED,Q4_SHARED,Q20_SHARED,Q21_SHARED,Q75_SHARED_1,Q75_SHARED_2,Q75_SHARED_3,Q75_SHARED_4,Q75_SHARED_5,Q75_SHARED_6,Q75_SHARED_7,Q75_SHARED_8,Q37_SHARED_1,Q37_SHARED_2,Q37_SHARED_3,Q37_SHARED_4,Q37_SHARED_5,Q37_SHARED_6,Q37_SHARED_7,Q37_SHARED_8,Q38_SHARED_1,Q38_SHARED_2,Q38_SHARED_3,Q38_SHARED_4,Q38_SHARED_5,Q38_SHARED_6,Q38_SHARED_7,Q38_SHARED_8,Q40_SHARED_1,Q40_SHARED_2,Q40_SHARED_3,Q40_SHARED_4,Q40_SHARED_5,Q40_SHARED_6,Q40_SHARED_7,Q40_SHARED_8,Q41_SHARED_1,Q41_SHARED_2,Q41_SHARED_3,Q41_SHARED_4,Q41_SHARED_5,Q41_SHARED_6,Q41_SHARED_7,Q41_SHARED_8,Q43_SHARED_1,Q43_SHARED_2,Q43_SHARED_3,Q43_SHARED_4,Q43_SHARED_5,Q43_SHARED_6,Q43_SHARED_7,Q43_SHARED_8,Q52_SHARED_1,Q52_SHARED_2,Q52_SHARED_3,Q52_SHARED_4,Q52_SHARED_5,Q52_SHARED_6,Q52_SHARED_7,Q53_SHARED_1,Q53_SHARED_2,Q53_SHARED_3,Q53_SHARED_4,Q53_SHARED_5,Q53_SHARED_6,Q53_SHARED_7,LOB,quarter,year,wave
R_70pdwy50YrrvABs,32,1,1,47,1,4,7,CTO,5,,1,,,1,,,,,1,,,,,,,,5,,,,,,,,5,,,4,,,,,1,,,,,,,,5,,,4,,,,1,,,,,,,5,,,,,,,1,2,2025,4
R_1ylMhKe3m7hs09W,48,1,2,40,3,4,7,HR,2,,,,1,,1,,,,,,1,,,,,,,,5,,,,,,,,4,,5,,,,,,1,,,,,,,,3,,4,,,1,,,,,,,4,,,,,,,1,2,2025,4
R_5CKgLqZYSzTD4Gj,38,1,2,23,1,4,3,Partner,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,2,2,3,,1,5,3,1,2,2025,4
R_7jHUrxwodcurLHs,42,1,2,46,1,4,8,CFO,3,,,,,,,1,1,,,,,,,,1,,,,,,,,5,,,,,,,5,5,,,,,,,1,,,,,,,,3,4,1,1,,,,,,4,5,,,,,,1,2,2025,4
R_5VrSMaN2WIRsCpC,68,8,2,37,1,5,3,Teacher ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,4,4,4,,2,1,,2,2,2025,4
R_3Cpq8wlnDGZfiOB,59,2,2,5,1,4,6,Supervisor,14,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,1,1,1,3,3,3,,4,3,3,2,2,2025,4
R_5KTJUul7Pnjf7A5,36,1,1,33,4,2,2,Customer service ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,2,3,2,,3,3,3,2,2,2025,4
R_3r81bxinTYHCwMN,72,8,2,34,1,1,3,retired,15,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,3,,,,,,,1,1,1,,1,1,,5,5,5,,5,5,,2,2,2025,4
R_6CvBqPMWJf0Xmht,72,8,1,5,1,4,6,,15,,,,,,,,1,,,,,,,,1,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,,3,1,1,1,1,,1,1,4,3,4,3,,3,3,2,2,2025,4
R_7JqjsRUUn1ARbLQ,64,9,1,50,1,2,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2025,4
R_6CUxz6pdDWC13R2,57,1,2,50,1,5,4,senior consultant,9,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,1,,,1,1,1,1,1,,,2,1,3,2,2,2025,4
R_1LHDOw3HBWIjGSJ,70,8,2,33,1,3,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,2,3,2,,4,3,3,2,2,2025,4
R_6iR3aO2juMUT45t,65,2,2,3,1,4,5,Event specialist,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,5,5,4,,2,4,5,2,2,2025,4
R_3iqxT8SmoSL1rJ4,69,8,1,5,1,2,6,Retired,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,4,4,4,,3,3,3,2,2,2025,4
R_38P9rgT3QFDkfNj,76,8,1,5,1,1,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,3,,,,3,3,2,2,2025,4
R_72yRLhUhXQ2xkNO,36,1,1,5,1,5,7,MANAGER,2,1,1,1,,1,1,,,1,,,,1,,,,5,,,,4,,,,5,4,3,,4,4,,,1,,1,,,,,,5,4,5,,4,4,,,,1,1,,,,,,5,5,,,,,1,1,2025,3
R_3jcYTbCanvxunQi,34,1,2,18,1,1,3,Associate ,5,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,3,1,3,2,,1,,,,1,1,,4,,,,2,5,,1,1,2025,3
R_1sXQ0MNTJIE4ZvG,33,1,1,11,2,4,3,Ceo,8,,,1,,1,1,,,,,1,,1,,,,,,5,,5,,,,,,5,,5,5,,,,,,,1,1,,,,,5,,4,4,,,1,1,1,,,1,,5,5,5,,,5,,1,1,2025,3
R_5TAgQj0whs1W0CB,25,1,1,34,2,4,3,Accountant,8,,1,1,1,1,1,,,,1,1,,,1,,,,4,3,,,3,,,,4,3,4,4,3,,,,1,1,,,1,,,,5,5,4,4,4,,,1,,1,1,,1,,4,,3,4,,2,,1,1,2025,3
R_5TS3QtxJrU6yzGW,53,1,1,29,1,2,5,Operations manager ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,4,5,2,4,,5,5,1,1,2025,3
R_71hy1WOQEZqaLqZ,67,3,2,21,1,5,4,Owner,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,4,5,5,,,5,5,1,3,2024,1
R_7XHQfhWqAtDKdJn,66,3,1,33,1,1,3,sales,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,,,,,2,2,,1,3,2024,1
R_508Z9mPri6zvHzl,35,1,2,18,1,2,4,President ,3,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,0,,,,,,,,5,,,,1,1,0,0,1,1,1,5,3,,,5,5,3,1,3,2024,1
R_1ZITqZd8ITloMnS,47,1,1,39,1,3,2,Consultant,2,1,0,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,1,,,1,,,,,1,,,0,,,,,1,,,1,,,,,1,1,1,1,1,1,1,1,4,2,2,4,4,1,1,3,2024,1
R_1BMVGAoF3FOztwR,60,1,2,3,1,5,5,Owner and manager of a retail store front,5,0,0,0,1,0,0,0,0,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,3,,,,,1,1,1,1,1,1,1,5,5,4,5,5,5,5,1,3,2024,1
R_6dWAMOlzs4GPZQ7,71,8,1,10,1,2,5,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,2,3,,,2,,2,1,2025,3
R_1afYnMQugQimNGd,76,1,1,33,1,2,4,Operations Manager,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,5,3,5,2,5,2,,2,1,2025,3
R_5DbvkYWDvUKjiEH,67,8,2,44,1,5,5,,15,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,1,,1,1,1,,1,1,1,4,3,2,,4,4,4,2,1,2025,3
R_1cC3iWBHWJHpCUx,66,8,2,37,1,2,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,4,5,3,,,5,5,2,1,2025,3
R_1jKe7UbeH6IarUB,72,8,2,39,1,3,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,3,3,,,3,4,4,2,1,2025,3
R_5pWmatkiTtJSZ9V,63,8,1,3,1,3,1,Machinists ,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,3,3,3,,3,3,3,2,1,2025,3
R_3Ug5NQjTuR1dbPd,76,2,1,23,1,2,3,Associate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,3,3,3,,,3,3,2,1,2025,3
R_7qsyNxUppzxacBj,65,4,1,36,1,3,2,Master Plumber,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,2,2,2,,,2,,2,1,2025,3
R_6qW0jlerh1Nqo54,72,8,2,26,1,1,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,2,2,,,2,2,,2,1,2025,3
R_7MQzgQlFHQlGUhm,72,8,1,39,1,4,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,3,3,2,,2,2,3,2,1,2025,3
R_6UYLayJvWMEyX1W,62,8,1,23,1,1,1,Labor worker ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,1,1,2,1,1,2,1,2025,3
R_7aXdBFnCWuSfCfs,67,6,2,10,1,2,1,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,5,5,3,2,2,3,2,3,2024,1
R_1syo4YuO6LsG1dT,60,8,2,10,1,2,2,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,4,4,4,,,5,5,2,3,2024,1
R_5MbuFScyW4eEOVX,83,8,1,26,1,5,3,-99,15,0,0,0,1,0,0,0,0,,,,-99,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,3,,,,,0,1,0,0,0,1,1,,2,,,,2,2,2,3,2024,1
R_56I8Afx0nWoPUpX,80,8,1,14,1,4,3,Retired and not looking for work,15,0,1,0,0,0,0,0,0,,-99,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,1,1,0,0,1,1,3,5,4,,,5,5,2,3,2024,1
R_7rI1jRXVDRQGMKL,69,2,1,14,1,4,4,Sales,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,2,3,,3,3,1,3,2,3,2024,1
R_6THGuVqLLfslCMZ,74,8,2,34,1,3,5,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,1,5,5,,,5,5,5,2,3,2024,1
R_3FKhpGUPHjfkpKs,87,8,1,11,1,3,4,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,,4,4,,4,4,4,2,3,2024,1
R_6n3f0DPFESieGTN,21,1,1,11,2,1,7,Crew member,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2024,1
R_7OO9W7VWMU9NzZU,59,2,2,47,1,1,2,care giver,14,0,0,0,0,1,0,0,0,,,,,-99,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,0,1,0,0,1,1,1,,3,,,2,3,3,2,3,2024,1
R_5bYWEOKgtiulmx3,43,9,1,41,1,4,3,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,4,4,3,4,4,4,2,3,2024,1
R_1oC6UJql2R60cGZ,72,8,2,10,1,1,1,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,2,3,1,,3,4,,2,3,2024,1
R_3NzFyasp1ESHzGh,68,8,2,11,1,1,1,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,5,5,5,,5,5,,2,3,2024,1
R_7esBq8cA9MCB0LY,44,8,2,1,1,1,2,-99,14,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,3,2,,,,2,,2,3,2024,1
R_1M0AfL7Kjiu28hB,74,8,1,23,1,4,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,2,2,2,,2,2,2,2,4,2024,2
R_5fcbMImDdcxhxdv,39,1,1,38,1,3,6,Shop Manager ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,3,3,3,3,3,4,2,4,2024,2
R_5QFpyori85AxdTh,60,3,1,39,1,1,2,Graphic Designer,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,4,3,,5,5,5,2,4,2024,2
R_7TcQHUrcVVzUyyZ,70,8,1,25,1,2,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,4,4,3,1,2,4,2,4,2024,2
R_1Jx6PyasJD5TriJ,76,8,1,14,1,4,7,,15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,1,1,,,1,1,,4,4,,,4,4,,2,4,2024,2
R_75vK4ULOl48nSFz,71,8,2,30,1,4,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,4,2024,2
R_3MljXtnZ6sRzQsW,71,8,2,36,1,4,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,2,1,1,,3,2,3,2,4,2024,2
R_3r2lNL0ZBfPpQ5Q,75,8,2,38,1,2,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,2,3,,,3,2,2,2,4,2024,2
R_5ojtAHlvVDWhcvq,71,8,2,26,1,1,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,2,2,2,,2,1,,2,4,2024,2
R_5QJzIVuJCRQnWub,64,1,2,24,2,2,3,Management ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,5,5,3,,5,4,5,2,4,2024,2
R_5kZCzrX8sw8EWml,34,1,1,16,1,2,4,Ceo,5,1,1,,,1,1,1,1,1,1,,,1,,1,1,4,5,,,4,,5,4,5,5,,,4,5,3,4,,1,,,,,,,5,5,,,3,4,4,3,1,1,1,1,1,1,1,3,5,3,5,5,5,5,1,4,2024,2
R_1z6jeHGft7uidng,43,1,1,44,1,4,4,Director,3,1,1,1,1,1,1,1,1,,1,,,1,,,,,5,,,5,,,,5,5,5,4,5,4,5,4,,,,,,,,,5,5,4,4,5,5,4,5,1,1,1,1,1,1,1,5,4,4,4,4,5,4,1,4,2024,2
R_3mtoH9HLCOcHqA8,40,1,2,44,1,5,7,Managing Partner,9,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,3,3,,,4,5,5,,,,,,,1,,,2,1,,,1,3,3,1,1,1,,1,1,1,4,3,3,,4,5,5,1,4,2024,2
R_67lKHdezszuHRiK,34,1,1,39,1,4,5,Vice president ,5,1,1,,,1,1,,,1,1,,,1,,,,5,4,,,2,,,,3,4,,,4,4,,,,1,,,1,,,,4,4,,,5,3,,,1,1,1,1,1,1,1,4,3,4,3,3,4,4,1,4,2024,2
R_3F2He9lxUnn51We,56,3,1,36,1,3,4,Owner ,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,1,1,1,,1,1,1,5,4,4,,3,1,3,1,4,2024,2
R_3qKyjx1dF6V3x1D,50,1,2,34,1,3,5,CEO,14,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,1,1,4,3,3,,,4,4,1,4,2024,2
R_1aUHIFm5rmFhUGQ,43,1,1,17,1,4,7,IT,2,,,1,1,,,,,,,1,,,,,,,,5,,,,,,,,3,5,,,,,,,,1,,,,,,,5,2,,,,,1,1,,1,,,,3,4,,5,,,,1,2,2025,4
R_7ZDlydkcQnB7aSa,50,1,1,21,2,3,3,Director of Operations,6,1,1,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,1,,,,,,,,3,3,,,,,,,1,1,1,,1,1,1,4,4,2,,3,3,4,1,2,2025,4
R_7xY6hWX8CoGCmuz,34,1,1,33,1,4,8,managers,3,,,,,1,1,1,,,,,,1,,,,,,,,4,,,,,,,,3,4,4,,,,,,,,1,,,,,,4,5,3,,1,,,,,,,4,,,,,,,1,2,2025,4
R_316ViRfqFabhIv3,45,1,1,23,1,2,7,Owner of a small Home Improvement company ,2,1,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,2,1,,,,,,,1,,,,2,,,,2,1,,,1,1,1,1,1,1,1,2,5,3,3,5,4,5,1,2,2025,4
R_1lT5yDBnTv47h3H,37,1,1,50,3,5,6,CEO,8,,1,,1,1,1,,1,,1,,1,1,,,,,5,,5,4,,,,,5,,5,5,5,,5,,,,,1,,,,,4,,5,5,4,,5,1,,,,1,,,5,,,,5,,,1,2,2025,4
R_37wXflYteaG3M5m,65,1,1,10,1,4,4,ceo,14,,1,1,,,,1,,,,,,,,1,,,,,,,,4,,,3,3,,,,3,,,1,,,,,,,,3,4,,,,3,,1,1,1,1,1,1,1,3,3,1,3,4,4,3,1,2,2025,4
R_7U4Z45NX2rS0kOB,30,1,1,33,1,4,6,cef,6,,,1,,,,,,,,1,,,,,,,,4,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,,,,,,1,,,,,,,4,,,1,2,2025,4
R_3VPbyoTU5Zj9NJy,30,1,1,33,1,4,6,cef,6,,1,,,,,,,,1,,,,,,,,4,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,1,,,,,,,4,,1,2,2025,4
R_5IQyEJGYppJQIrt,67,2,2,23,1,1,4,customer service,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,1,,2,2,3,2,2,2025,4
R_7ewX3L6CgWop2Lf,68,8,2,34,1,1,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,4,5,4,,4,5,,2,2,2025,4
R_7jdp8qaGbE92VH8,69,8,1,32,1,2,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,3,4,2,,4,4,4,2,2,2025,4
R_6CD79wmPVjw8RkB,51,2,1,14,3,2,2,Grounds crew,2,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,1,1,1,1,1,1,1,4,5,4,3,2,3,3,2,2,2025,4
R_70MzjDnGFpCiUHi,76,8,1,33,1,4,4,,15,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,1,,,1,,1,1,1,1,1,1,,3,3,2,2,2,2,,2,2,2025,4
R_5gO17tjfkJZGhO0,71,8,1,50,1,2,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,2,2,2025,4
R_6JY2nTqCcK8lWug,52,3,1,36,1,4,8,Owner,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,3,2,2,3,3,3,2,2,2025,4
R_5sX9Fn2Q04HRck1,72,3,1,6,1,4,1,Owner and Engineer,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,3,3,,,4,3,2,2,2025,4
R_3QrpFaabTxE6TPq,50,2,2,11,2,1,2,Cashier ,5,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,2,,,3,1,1,1,1,1,1,1,3,3,3,4,5,5,2,2,2,2025,4
R_1j6USqOKSXSJHs5,77,8,1,5,1,1,3,Retired,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,5,5,,,,5,5,2,2,2025,4
R_3qaeFeAjwwp8CFE,58,3,2,19,6,5,1,Independent Suzuki Music Instructor,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,3,3,,,,,,2,2,2025,4
R_6je5X7ruySH1rTm,43,1,1,34,1,3,1,worker,3,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,4,2,2,2025,4
R_1i2IlmYDIeNCC97,58,4,2,11,1,2,1,artist,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,,,,2,,,2,2,2025,4
R_58NCmHAt4mmE25y,30,1,1,41,2,1,4,Director of IT,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,1,1,1,1,1,1,1,4,5,4,4,5,5,5,1,1,2025,3
R_6oSeLmBnahfZ5zs,38,1,1,44,1,5,5,Senior Manager,7,,1,,,,,,,,1,,,,,,,,5,,,,,,,,5,,,,,,,,1,,,,,,,,5,,,,,,,1,1,,,1,,,4,5,,,5,,,1,1,2025,3
R_6tg3xSTlFhzleOm,42,1,1,5,1,4,6,ceo,5,1,,1,,,1,,,,,1,,,,,,,,4,,,,,,4,,2,,,4,,,,,,,,1,,,3,,2,,,4,,,,1,,1,,,1,,4,,3,,,3,1,1,2025,3
R_3pKHvByt9JUYOBR,42,1,1,31,1,5,5,Director,7,,1,1,,,,1,1,,,,,,,,1,,,,,,,,4,,3,3,,,,3,4,,,,,,,,1,,4,4,,,,4,4,1,1,1,1,,,,4,4,4,4,,,,1,1,2025,3
R_7DXPkSOAF2Ysh2s,39,1,1,11,2,5,5,Chief technology officer ,9,1,1,1,1,1,1,1,,,1,1,,1,,1,,,3,4,,5,,5,,5,5,5,4,5,4,4,,1,1,1,,1,1,,,5,5,5,5,5,4,5,,1,1,,,1,1,,5,5,,,5,4,,1,1,2025,3
R_5SqaZH3AVxxXvYK,48,1,1,18,1,2,4,CEO,14,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,4,,,,,1,1,1,,,1,1,3,4,4,,,3,4,1,1,2025,3
R_76bcsWLg83oiWaG,24,1,1,33,3,1,4,Owner,9,0,1,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,3,,,,,,,0,1,0,1,1,1,1,,4,,4,5,4,4,1,3,2024,1
R_3mR7jShHexwLeJb,28,1,1,5,3,4,2,manager,2,0,0,0,1,1,0,0,0,,,,0,1,,,,,,,,4,,,,,,,4,3,,,,,,,0,1,,,,,,,4,3,,,,0,1,1,0,0,0,0,,4,3,,,,,1,3,2024,1
R_346RkdzF50d1SWL,40,1,2,39,1,5,5,Chief technology officer ,3,0,1,1,1,1,1,1,1,,1,1,0,1,1,0,1,,4,4,,4,4,,5,,4,4,4,4,4,4,5,,1,1,0,0,1,0,1,,4,5,4,4,4,4,5,0,1,1,1,1,1,1,,4,4,4,4,4,4,1,3,2024,1
R_3dbPqk8iFsj38qS,36,1,1,44,2,1,3,Consultant ,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,2,5,4,1,2,3,,1,3,2024,1
R_6Ic9ff3SYAikKXS,44,1,1,41,2,4,5,Director and Software architect,7,0,1,0,0,0,0,0,0,,1,,,,,,,,3,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,,,1,1,1,0,1,1,1,5,4,5,,4,5,3,1,3,2024,1
R_15vFM1N2XQEh4mf,33,3,1,10,1,2,4,Owner ,6,0,0,0,1,1,0,0,0,,,,0,1,,,,,,,,3,,,,,,,2,3,,,,,,,1,0,,,,,,,4,4,,,,1,1,1,1,1,1,1,3,5,5,5,3,5,3,1,3,2024,1
R_5doKfTr4bFoq2Z9,49,3,1,26,1,1,3,Owner,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,1,1,1,,,4,5,4,1,3,2024,1
R_6nOWbgD24jdcvbX,23,1,1,5,3,4,4,ceo,5,0,1,0,0,0,0,0,0,,1,,,,,,,,2,,,,,,,,2,,,,,,,,0,,,,,,,,3,,,,,,,0,0,0,0,0,1,0,,,,,,3,,1,3,2024,1
R_1cfKGTMNnLdcsdH,24,1,1,36,1,2,2,owner,14,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,2,2,2,,,2,,1,3,2024,1
R_6gjQFSud0jvy03i,30,1,2,44,2,1,4,Mental health counselor ,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,1,5,5,,,3,5,4,1,3,2024,1
R_6QyHVKa3j8jYMP1,34,1,1,31,3,3,4,Owner,2,0,1,0,0,1,0,0,0,,0,,,0,,,,,,,,,,,,,2,,,3,,,,,0,,,0,,,,,3,,,3,,,,1,1,1,1,1,1,1,3,5,5,5,3,3,5,1,3,2024,1
R_3uFPleEc1BkAWRj,27,1,2,47,1,1,2,CEO,2,1,1,0,1,1,1,0,0,1,1,,0,0,0,,,4,5,,,,,,,3,3,,3,4,3,,,1,0,,0,0,0,,,3,5,,4,5,4,,,0,1,0,0,1,1,0,,4,,,3,2,,1,3,2024,1
